airline,airline_id,source_airport_id,source_airport,destination_airport_id,destination_airport,stops,equipment
DL,2009,3729,DTW,3645,DSM,0,CRJ
DL,2009,3946,DTW,3645,ELM,0,CR7 CRJ
DL,2009,4276,DTW,3645,ERI,0,ERJ
DL,2009,6800,DTW,3645,ESC,0,CRJ
DL,2009,4018,DTW,3645,EVV,0,CRJ
DL,2009,3494,DTW,3645,EWR,0,717 320
DL,2009,3533,DTW,3645,FLL,0,757 M88 739 738
DL,2009,340,DTW,3645,FRA,0,764
DL,2009,4041,DTW,3645,FWA,0,CRJ
DL,2009,1926,DTW,3645,GCM,0,738
DL,2009,3653,DTW,3645,GRB,0,319 320
DL,2009,3685,DTW,3645,GRR,0,ERJ M88 717 320
DL,2009,2564,DTW,3645,GRU,0,76W
DL,2009,4008,DTW,3645,GSO,0,CRJ
DL,2009,4034,DTW,3645,GSP,0,CRJ
DL,2009,3589,DTW,3645,HPN,0,CRJ
DL,2009,4113,DTW,3645,HSV,0,CRJ
DL,2009,3714,DTW,3645,IAD,0,ERJ
DL,2009,3550,DTW,3645,IAH,0,717
DL,2009,3930,DTW,3645,ICN,0,744
DL,2009,3585,DTW,3645,IND,0,M88 320 319
DL,2009,3947,DTW,3645,ITH,0,CRJ
DL,2009,3712,DTW,3645,JAX,0,CR9
DL,2009,3797,DTW,3645,JFK,0,M88 319
DL,2009,3544,DTW,3645,LAN,0,CRJ
DL,2009,3877,DTW,3645,LAS,0,757 738
DL,2009,3484,DTW,3645,LAX,0,763 757 739 753
DL,2009,4017,DTW,3645,LEX,0,717
DL,2009,3697,DTW,3645,LGA,0,320 M88 319
DL,2009,507,DTW,3645,LHR,0,76W 77L
DL,2009,3660,DTW,3645,LIT,0,CR7
DL,2009,1780,DTW,3645,MBJ,0,320
DL,2009,4128,DTW,3645,MBS,0,CRJ CR9
DL,2009,3458,DTW,3645,MCI,0,M88 319 320
DL,2009,3878,DTW,3645,MCO,0,757 753
DL,2009,3542,DTW,3645,MDT,0,CRJ CR9
DL,2009,3747,DTW,3645,MDW,0,CR9 CR7 E75
DL,2009,3473,DTW,3645,MEM,0,M88
DL,2009,1824,DTW,3645,MEX,0,319
DL,2009,4011,DTW,3645,MHT,0,ERJ CRJ
DL,2009,3576,DTW,3645,MIA,0,320 M88
DL,2009,3717,DTW,3645,MKE,0,320 717 M90 M88
DL,2009,4072,DTW,3645,MLI,0,CRJ
DL,2009,3675,DTW,3645,MQT,0,CRJ
DL,2009,3459,DTW,3645,MSN,0,M88 319 320
DL,2009,3858,DTW,3645,MSP,0,M90 M88 320 753 757 73H 777 319 738
DL,2009,3861,DTW,3645,MSY,0,319 M88
DL,2009,1825,DTW,3645,MTY,0,319
DL,2009,3515,DTW,3645,MYR,0,E75 CR9
DL,2009,1953,DTW,3645,NAS,0,M88
DL,2009,3942,DTW,3645,NGO,0,744
DL,2009,2279,DTW,3645,NRT,0,777 77L
DL,2009,3863,DTW,3645,OKC,0,CR9 CR7
DL,2009,3454,DTW,3645,OMA,0,319
DL,2009,3830,DTW,3645,ORD,0,717 M90
DL,2009,3611,DTW,3645,ORF,0,ERJ
DL,2009,3722,DTW,3645,PBI,0,M90 320
DL,2009,3720,DTW,3645,PDX,0,739
DL,2009,3364,DTW,3645,PEK,0,777
DL,2009,3752,DTW,3645,PHL,0,M88 319 73H ERJ M90 320
DL,2009,3462,DTW,3645,PHX,0,757 320 753
DL,2009,4046,DTW,3645,PIA,0,CRJ
DL,2009,3570,DTW,3645,PIT,0,CR7 M88 320 ERJ
DL,2009,5762,DTW,3645,PLN,0,CRJ
DL,2009,1760,DTW,3645,PUJ,0,320
DL,2009,3641,DTW,3645,PVD,0,319
DL,2009,3406,DTW,3645,PVG,0,77L 777
DL,2009,3862,DTW,3645,PWM,0,CRJ CR9
DL,2009,3626,DTW,3645,RDU,0,319 73H 738
DL,2009,3608,DTW,3645,RIC,0,ERJ
DL,2009,4016,DTW,3645,ROA,0,CRJ
DL,2009,3622,DTW,3645,ROC,0,CRJ CR7
DL,2009,3793,DTW,3645,RSW,0,757 753
DL,2009,3731,DTW,3645,SAN,0,753 739 757
DL,2009,3621,DTW,3645,SAT,0,320
DL,2009,3613,DTW,3645,SAV,0,CR7
DL,2009,4359,DTW,3645,SBN,0,CRJ
DL,2009,4318,DTW,3645,SCE,0,CRJ
DL,2009,4014,DTW,3645,SDF,0,ERJ
DL,2009,3577,DTW,3645,SEA,0,753 757 739
DL,2009,3469,DTW,3645,SFO,0,739 763 738
DL,2009,2890,DTW,3645,SJU,0,320
DL,2009,3536,DTW,3645,SLC,0,320 73H 319 738
DL,2009,3678,DTW,3645,STL,0,320 717
DL,2009,3661,DTW,3645,SWF,0,CRJ
DL,2009,3745,DTW,3645,SYR,0,ERJ
DL,2009,3646,DTW,3645,TPA,0,M88 738 757 M90
DL,2009,3855,DTW,3645,TUL,0,CR7
DL,2009,4023,DTW,3645,TVC,0,717 ERJ
DL,2009,3676,DTW,3645,TYS,0,CRJ
DL,2009,4356,DTW,3645,XNA,0,CR7
DL,2009,100,DTW,3645,YOW,0,CRJ
DL,2009,146,DTW,3645,YUL,0,CRJ ERJ
DL,2009,193,DTW,3645,YYZ,0,CR7 CRJ
DL,2009,3682,DUB,599,ATL,0,76W
DL,2009,3797,DUB,599,JFK,0,752
DL,2009,3682,DUS,345,ATL,0,76W
DL,2009,3682,DXB,2188,ATL,0,77L
DL,2009,580,EBB,1187,AMS,0,332 330
DL,2009,3682,ECP,7669,ATL,0,717 M88
DL,2009,3536,EKO,5736,SLC,0,EM2
DL,2009,3645,ELM,3946,DTW,0,CRJ CR7
DL,2009,3682,ELP,3559,ATL,0,M88
DL,2009,3645,ERI,4276,DTW,0,ERJ
DL,2009,3645,ESC,6800,DTW,0,CRJ
DL,2009,3536,EUG,4099,SLC,0,CR7 CRJ
DL,2009,3682,EVV,4018,ATL,0,CRJ
DL,2009,3645,EVV,4018,DTW,0,CRJ
DL,2009,3682,EWN,3730,ATL,0,CRJ
DL,2009,580,EWR,3494,AMS,0,76W
DL,2009,3682,EWR,3494,ATL,0,717 319
DL,2009,1382,EWR,3494,CDG,0,76W
DL,2009,3488,EWR,3494,CVG,0,CRJ
DL,2009,3645,EWR,3494,DTW,0,320 717
DL,2009,507,EWR,3494,LHR,0,346 333
DL,2009,3858,EWR,3494,MSP,0,319
DL,2009,3536,EWR,3494,SLC,0,320
DL,2009,3682,EYW,3875,ATL,0,73W
DL,2009,3697,EYW,3875,LGA,0,73W
DL,2009,3682,EZE,3988,ATL,0,76W
DL,2009,3682,FAR,4292,ATL,0,CR9
DL,2009,3858,FAR,4292,MSP,0,320
DL,2009,3536,FAR,4292,SLC,0,CR7
DL,2009,1804,FAT,3687,GDL,0,738
DL,2009,3536,FAT,3687,SLC,0,CR9 CRJ
DL,2009,3682,FAY,5738,ATL,0,73W
DL,2009,3858,FCA,4127,MSP,0,E75 CR9
DL,2009,3536,FCA,4127,SLC,0,E75 CRJ
DL,2009,3682,FCO,1555,ATL,0,333
DL,2009,3448,FCO,1555,BOS,0,330 332
DL,2009,3797,FCO,1555,JFK,0,772 333 330
DL,2009,3484,FCO,1555,LAX,0,772
DL,2009,3576,FCO,1555,MIA,0,772 330
DL,2009,3830,FCO,1555,ORD,0,332 330
DL,2009,193,FCO,1555,YYZ,0,332
DL,2009,3682,FLL,3533,ATL,0,757 M90 739
DL,2009,3488,FLL,3533,CVG,0,73H M88
DL,2009,3645,FLL,3533,DTW,0,M88 757 739 738
DL,2009,3797,FLL,3533,JFK,0,752 M88 73H 738
DL,2009,3697,FLL,3533,LGA,0,M88 738 319
DL,2009,3858,FLL,3533,MSP,0,757
DL,2009,3626,FLL,3533,RDU,0,CR9
DL,2009,193,FLL,3533,YYZ,0,73H 73W
DL,2009,3682,FNT,4089,ATL,0,M88
DL,2009,3858,FNT,4089,MSP,0,CRJ
DL,2009,3682,FPO,1948,ATL,0,M88
DL,2009,3682,FRA,340,ATL,0,764
DL,2009,3645,FRA,340,DTW,0,764
DL,2009,3797,FRA,340,JFK,0,76W
DL,2009,3682,FSD,4009,ATL,0,CR7
DL,2009,3858,FSD,4009,MSP,0,320
DL,2009,3682,FSM,3437,ATL,0,CRJ
DL,2009,3728,FUK,2305,HNL,0,76W
DL,2009,3682,FWA,4041,ATL,0,CRJ
DL,2009,3645,FWA,4041,DTW,0,CRJ
DL,2009,3858,FWA,4041,MSP,0,CRJ
DL,2009,5766,GCC,4296,RKS,0,EM2
DL,2009,3536,GCC,4296,SLC,0,EM2
DL,2009,3682,GCM,1926,ATL,0,M88
DL,2009,3645,GCM,1926,DTW,0,738
DL,2009,3682,GDL,1804,ATL,0,320
DL,2009,3687,GDL,1804,FAT,0,738
DL,2009,3484,GDL,1804,LAX,0,738
DL,2009,1825,GDL,1804,MTY,0,ER4
DL,2009,3734,GDL,1804,ONT,0,738
DL,2009,3830,GDL,1804,ORD,0,737
DL,2009,3536,GDL,1804,SLC,0,CR9
DL,2009,3817,GDL,1804,SMF,0,738
DL,2009,3484,GEG,3467,LAX,0,CR9
DL,2009,3858,GEG,3467,MSP,0,320
DL,2009,3536,GEG,3467,SLC,0,320 319
DL,2009,3858,GFK,3442,MSP,0,CRJ
DL,2009,3682,GGT,1941,ATL,0,CR9
DL,2009,3682,GIG,2560,ATL,0,764
DL,2009,1762,GIG,2560,SDQ,0,738
DL,2009,3536,GJT,4063,SLC,0,CRJ
DL,2009,3878,GLA,534,MCO,0,744
DL,2009,3797,GND,2882,JFK,0,73H
DL,2009,3682,GNV,3472,ATL,0,717
DL,2009,3682,GPT,4038,ATL,0,M88
DL,2009,3682,GRB,3653,ATL,0,CR9 CR7
DL,2009,3645,GRB,3653,DTW,0,319 320
DL,2009,3858,GRB,3653,MSP,0,CR9 CRJ
DL,2009,3682,GRK,3775,ATL,0,CR9 CR7
DL,2009,3682,GRR,3685,ATL,0,320 717 M88 319
DL,2009,3488,GRR,3685,CVG,0,ERJ
DL,2009,3645,GRR,3685,DTW,0,320 ERJ M88 717
DL,2009,3697,GRR,3685,LGA,0,CR7
DL,2009,3878,GRR,3685,MCO,0,CR7
DL,2009,3858,GRR,3685,MSP,0,320 319
DL,2009,3682,GRU,2564,ATL,0,76W
DL,2009,3645,GRU,2564,DTW,0,76W
DL,2009,3797,GRU,2564,JFK,0,764
DL,2009,1762,GRU,2564,SDQ,0,738
DL,2009,3682,GSO,4008,ATL,0,M88 73H 320 738  319
DL,2009,3645,GSO,4008,DTW,0,CRJ
DL,2009,3697,GSO,4008,LGA,0,CR9 CR7
DL,2009,3682,GSP,4034,ATL,0,M88 319 717
DL,2009,3645,GSP,4034,DTW,0,CRJ
DL,2009,3697,GSP,4034,LGA,0,CRJ
DL,2009,3858,GTF,3880,MSP,0,E75
DL,2009,3536,GTF,3880,SLC,0,CRJ
DL,2009,3682,GTR,4273,ATL,0,CRJ
DL,2009,3682,GUA,1767,ATL,0,757
DL,2009,3797,GUA,1767,JFK,0,752
DL,2009,3484,GUA,1767,LAX,0,757
DL,2009,3992,GUM,2246,KIX,0,752
DL,2009,3942,GUM,2246,NGO,0,752
DL,2009,2279,GUM,2246,NRT,0,752
DL,2009,580,HAM,342,AMS,0,737 EMJ F70
DL,2009,3858,HIB,3650,MSP,0,CRJ
DL,2009,2279,HKG,3077,NRT,0,332 777
DL,2009,3858,HLN,3504,MSP,0,E75
DL,2009,3536,HLN,3504,SLC,0,CRJ
DL,2009,1792,HMO,1807,CUL,0,ER4
DL,2009,3484,HMO,1807,LAX,0,ER4
DL,2009,1824,HMO,1807,MEX,0,ER4
DL,2009,3462,HMO,1807,PHX,0,ER4
DL,2009,3484,HND,2359,LAX,0,76W
DL,2009,3577,HND,2359,SEA,0,76W
DL,2009,3682,HNL,3728,ATL,0,333
DL,2009,2305,HNL,3728,FUK,0,76W
DL,2009,3930,HNL,3728,ICN,0,333 744
DL,2009,3992,HNL,3728,KIX,0,333
DL,2009,3484,HNL,3728,LAX,0,753 76W 757
DL,2009,3942,HNL,3728,NGO,0,76W
DL,2009,2279,HNL,3728,NRT,0,744 76W 333
DL,2009,3577,HNL,3728,SEA,0,753
DL,2009,3469,HNL,3728,SFO,0,753
DL,2009,3536,HNL,3728,SLC,0,763
DL,2009,156,HNL,3728,YVR,0,73H
DL,2009,3682,HOU,3566,ATL,0,M88
DL,2009,3682,HPN,3589,ATL,0,CR7 CR9
DL,2009,3645,HPN,3589,DTW,0,CRJ
DL,2009,3878,HPN,3589,MCO,0,CR7
DL,2009,907,HRE,1005,LUN,0,332 330
DL,2009,3682,HSV,4113,ATL,0,M88 717
DL,2009,3645,HSV,4113,DTW,0,CRJ
DL,2009,580,IAD,3714,AMS,0,333 332
DL,2009,3682,IAD,3714,ATL,0,320 M88 319
DL,2009,1382,IAD,3714,CDG,0,388 77W
DL,2009,3645,IAD,3714,DTW,0,CR7 ERJ
DL,2009,3930,IAD,3714,ICN,0,77W 772
DL,2009,3797,IAD,3714,JFK,0,ERJ CR7
DL,2009,507,IAD,3714,LHR,0,333
DL,2009,1824,IAD,3714,MEX,0,737
DL,2009,3858,IAD,3714,MSP,0,CR9 CR7
DL,2009,2985,IAD,3714,SVO,0,763
DL,2009,580,IAH,3550,AMS,0,74M
DL,2009,3682,IAH,3550,ATL,0,M88 717 319
DL,2009,1382,IAH,3550,CDG,0,77W
DL,2009,3488,IAH,3550,CVG,0,CR9
DL,2009,3645,IAH,3550,DTW,0,717
DL,2009,3697,IAH,3550,LGA,0,E75 E70 CR9
DL,2009,3473,IAH,3550,MEM,0,CRJ
DL,2009,1824,IAH,3550,MEX,0,EMJ
DL,2009,3858,IAH,3550,MSP,0,CR7 E70 E75 CR9
DL,2009,3577,IAH,3550,SEA,0,73J
DL,2009,3536,IAH,3550,SLC,0,319
DL,2009,3682,ICN,3930,ATL,0,77W
DL,2009,3670,ICN,3930,DFW,0,772
DL,2009,3645,ICN,3930,DTW,0,744
DL,2009,3728,ICN,3930,HNL,0,333 744
DL,2009,3714,ICN,3930,IAD,0,77W 772
DL,2009,3797,ICN,3930,JFK,0,388 77W
DL,2009,3877,ICN,3930,LAS,0,772
DL,2009,3484,ICN,3930,LAX,0,388 77W
DL,2009,3830,ICN,3930,ORD,0,772 77W
DL,2009,3035,ICN,3930,REP,0,73H
DL,2009,3577,ICN,3930,SEA,0,772 77W
DL,2009,3469,ICN,3930,SFO,0,77W 772
DL,2009,3682,ICT,3457,ATL,0,M88
DL,2009,3858,ICT,3457,MSP,0,CRJ
DL,2009,3536,IDA,4100,SLC,0,CRJ
DL,2009,3682,ILM,3845,ATL,0,319
DL,2009,3697,ILM,3845,LGA,0,ERJ
DL,2009,3858,IMT,6837,MSP,0,CRJ
DL,2009,5765,IMT,6837,RHI,0,CRJ
DL,2009,3682,IND,3585,ATL,0,M88 320  M90
DL,2009,3448,IND,3585,BOS,0,E75
DL,2009,1852,IND,3585,CUN,0,320
DL,2009,3645,IND,3585,DTW,0,320 M88 ERJ
DL,2009,3797,IND,3585,JFK,0,CR9
DL,2009,3484,IND,3585,LAX,0,320
DL,2009,3697,IND,3585,LGA,0,CR7
DL,2009,1780,IND,3585,MBJ,0,320
DL,2009,3878,IND,3585,MCO,0,CR9
DL,2009,3473,IND,3585,MEM,0,ERJ CRJ
DL,2009,3858,IND,3585,MSP,0,M90 320 319
DL,2009,3626,IND,3585,RDU,0,CRJ
DL,2009,3793,IND,3585,RSW,0,E75
DL,2009,3536,IND,3585,SLC,0,320 319
DL,2009,3646,IND,3585,TPA,0,E75
DL,2009,6957,INL,3535,BRD,0,CRJ
DL,2009,3858,INL,3535,MSP,0,CRJ
DL,2009,3858,ISN,3659,MSP,0,CRJ
DL,2009,3645,ITH,3947,DTW,0,CRJ
DL,2009,3536,JAC,4027,SLC,0,CR7
DL,2009,3682,JAN,3580,ATL,0,717 M88
DL,2009,3682,JAX,3712,ATL,0,757 739 M90 738
DL,2009,3448,JAX,3712,BOS,0,CR9
DL,2009,3488,JAX,3712,CVG,0,CRJ
DL,2009,3645,JAX,3712,DTW,0,CR9
DL,2009,3797,JAX,3712,JFK,0,CR9
DL,2009,3697,JAX,3712,LGA,0,CR7
DL,2009,3858,JAX,3712,MSP,0,E75 CR9 E70
DL,2009,248,JFK,3797,ACC,0,76W
DL,2009,580,JFK,3797,AMS,0,76W
DL,2009,3682,JFK,3797,ATL,0,752 757 319 738 M88 
DL,2009,2895,JFK,3797,AUA,0,73H
DL,2009,3673,JFK,3797,AUS,0,319
DL,2009,1218,JFK,3797,BCN,0,333
DL,2009,4069,JFK,3797,BDA,0,73H
DL,2009,3690,JFK,3797,BNA,0,CR9
DL,2009,2709,JFK,3797,BOG,0,73W
DL,2009,3448,JFK,3797,BOS,0,CR9 752 CR7
DL,2009,302,JFK,3797,BRU,0,76W
DL,2009,3820,JFK,3797,BUF,0,CR7 CR9
DL,2009,3849,JFK,3797,BWI,0,ERJ
DL,2009,1382,JFK,3797,CDG,0,332 772 388 343
DL,2009,3806,JFK,3797,CHS,0,ERJ CRJ
DL,2009,3486,JFK,3797,CLE,0,CRJ ERJ
DL,2009,3876,JFK,3797,CLT,0,ERJ
DL,2009,3759,JFK,3797,CMH,0,ERJ CRJ
DL,2009,1852,JFK,3797,CUN,0,738
DL,2009,3488,JFK,3797,CVG,0,CR9 CR7
DL,2009,3520,JFK,3797,DCA,0,CR9
DL,2009,3751,JFK,3797,DEN,0,73H
DL,2009,3670,JFK,3797,DFW,0,CR9
DL,2009,1084,JFK,3797,DKR,0,752
DL,2009,3645,JFK,3797,DTW,0,M88 CR9 73H 319
DL,2009,599,JFK,3797,DUB,0,752
DL,2009,1555,JFK,3797,FCO,0,772 333 330
DL,2009,3533,JFK,3797,FLL,0,752 M88 73H 738
DL,2009,340,JFK,3797,FRA,0,76W
DL,2009,2882,JFK,3797,GND,0,73H
DL,2009,2564,JFK,3797,GRU,0,764
DL,2009,1767,JFK,3797,GUA,0,752
DL,2009,3714,JFK,3797,IAD,0,CR7 ERJ CRJ
DL,2009,3930,JFK,3797,ICN,0,77W 388
DL,2009,3585,JFK,3797,IND,0,CR9
DL,2009,3712,JFK,3797,JAX,0,CR9
DL,2009,3877,JFK,3797,LAS,0,73H 738 757
DL,2009,3484,JFK,3797,LAX,0,76W 752
DL,2009,507,JFK,3797,LHR,0,764 76W
DL,2009,1881,JFK,3797,LIR,0,73H
DL,2009,1229,JFK,3797,MAD,0,764
DL,2009,1780,JFK,3797,MBJ,0,73H
DL,2009,3878,JFK,3797,MCO,0,752 73H M88 738
DL,2009,1824,JFK,3797,MEX,0,738 757 787
DL,2009,3576,JFK,3797,MIA,0,73H M88 738 319
DL,2009,3858,JFK,3797,MSP,0,CR9 319 M88
DL,2009,3861,JFK,3797,MSY,0,CR9
DL,2009,1524,JFK,3797,MXP,0,764 330
DL,2009,1953,JFK,3797,NAS,0,M88
DL,2009,1354,JFK,3797,NCE,0,764
DL,2009,2279,JFK,3797,NRT,0,744
DL,2009,3830,JFK,3797,ORD,0,CR9
DL,2009,3611,JFK,3797,ORF,0,ERJ
DL,2009,1897,JFK,3797,PAP,0,738
DL,2009,3720,JFK,3797,PDX,0,752 73H
DL,2009,3752,JFK,3797,PHL,0,ERJ CRJ 752
DL,2009,3462,JFK,3797,PHX,0,738 73H
DL,2009,3570,JFK,3797,PIT,0,CR9 752 ERJ
DL,2009,1754,JFK,3797,PLS,0,73H
DL,2009,1760,JFK,3797,PUJ,0,73H
DL,2009,3406,JFK,3797,PVG,0,346
DL,2009,3626,JFK,3797,RDU,0,CR7 CR9
DL,2009,3608,JFK,3797,RIC,0,ERJ CR9
DL,2009,3622,JFK,3797,ROC,0,CRJ ERJ CR9
DL,2009,3731,JFK,3797,SAN,0,757 73H
DL,2009,3621,JFK,3797,SAT,0,73H
DL,2009,3613,JFK,3797,SAV,0,CR9 CR7
DL,2009,4014,JFK,3797,SDF,0,CRJ ERJ
DL,2009,1762,JFK,3797,SDQ,0,73H
DL,2009,3577,JFK,3797,SEA,0,752 757
DL,2009,3469,JFK,3797,SFO,0,752
DL,2009,1885,JFK,3797,SJO,0,757
DL,2009,2890,JFK,3797,SJU,0,73H 752 757
DL,2009,3536,JFK,3797,SLC,0,757 73H 738 739 752
DL,2009,1764,JFK,3797,STI,0,73H
DL,2009,3678,JFK,3797,STL,0,CR7 CR9
DL,2009,2883,JFK,3797,STT,0,757
DL,2009,2985,JFK,3797,SVO,0,333 76W 77W
DL,2009,2899,JFK,3797,SXM,0,752
DL,2009,3745,JFK,3797,SYR,0,ERJ
DL,2009,1590,JFK,3797,TLV,0,744
DL,2009,3646,JFK,3797,TPA,0,M88 738 73H
DL,2009,1551,JFK,3797,VCE,0,764
DL,2009,146,JFK,3797,YUL,0,ERJ CRJ
DL,2009,178,JFK,3797,YYC,0,736
DL,2009,193,JFK,3797,YYZ,0,CRJ CR7 ERJ
DL,2009,3682,JNB,813,ATL,0,77L
DL,2009,1177,JRO,1180,DAR,0,332 330
DL,2009,1187,KGL,1165,EBB,0,332 330
DL,2009,3682,KIN,1779,ATL,0,319
DL,2009,2246,KIX,3992,GUM,0,752
DL,2009,3728,KIX,3992,HNL,0,333
DL,2009,3484,KOA,3514,LAX,0,757
DL,2009,1745,KSC,1746,BTS,0,AT4
DL,2009,580,KWI,2176,AMS,0,330
DL,2009,2064,KWI,2176,DMM,0,332 330
DL,2009,3682,LAN,3544,ATL,0,CRJ
DL,2009,3645,LAN,3544,DTW,0,CRJ
DL,2009,3858,LAN,3544,MSP,0,CRJ
DL,2009,3682,LAS,3877,ATL,0,739 757 738 753
DL,2009,3448,LAS,3877,BOS,0,73H
DL,2009,3488,LAS,3877,CVG,0,757
DL,2009,3645,LAS,3877,DTW,0,757 320 739 738
DL,2009,3930,LAS,3877,ICN,0,772
DL,2009,3797,LAS,3877,JFK,0,738 757 73H
DL,2009,3484,LAS,3877,LAX,0,319
DL,2009,502,LAS,3877,LGW,0,744
DL,2009,478,LAS,3877,MAN,0,744
DL,2009,3878,LAS,3877,MCO,0,73H
DL,2009,3473,LAS,3877,MEM,0,738
DL,2009,1824,LAS,3877,MEX,0,737
DL,2009,3858,LAS,3877,MSP,0,757 M90 738 739
DL,2009,1825,LAS,3877,MTY,0,737
DL,2009,3626,LAS,3877,RDU,0,73H
DL,2009,3577,LAS,3877,SEA,0,CR9
DL,2009,3536,LAS,3877,SLC,0,738 757 320
DL,2009,156,LAS,3877,YVR,0,73H 73W
DL,2009,178,LAS,3877,YYC,0,73H 73W
DL,2009,193,LAS,3877,YYZ,0,73H
DL,2009,580,LAX,3484,AMS,0,74M 747
DL,2009,3682,LAX,3484,ATL,0,763 757 73H 76W
DL,2009,1815,LAX,3484,BJX,0,CR9
DL,2009,3690,LAX,3484,BNA,0,738 73H
DL,2009,3320,LAX,3484,BNE,0,77W
DL,2009,3448,LAX,3484,BOS,0,73H
DL,2009,1957,LAX,3484,BZE,0,320
DL,2009,3370,LAX,3484,CAN,0,380
DL,2009,1382,LAX,3484,CDG,0,388 772
DL,2009,3759,LAX,3484,CMH,0,738
DL,2009,1852,LAX,3484,CUN,0,320
DL,2009,3488,LAX,3484,CVG,0,320
DL,2009,3520,LAX,3484,DCA,0,73H
DL,2009,3645,LAX,3484,DTW,0,739 763 753
DL,2009,1555,LAX,3484,FCO,0,772
DL,2009,1804,LAX,3484,GDL,0,738
DL,2009,3467,LAX,3484,GEG,0,CR9
DL,2009,1767,LAX,3484,GUA,0,757
DL,2009,1807,LAX,3484,HMO,0,ER4
DL,2009,2359,LAX,3484,HND,0,76W
DL,2009,3728,LAX,3484,HNL,0,76W 757 753
DL,2009,3930,LAX,3484,ICN,0,388 77W
DL,2009,3585,LAX,3484,IND,0,320
DL,2009,3797,LAX,3484,JFK,0,76W 752
DL,2009,3514,LAX,3484,KOA,0,757
DL,2009,3877,LAX,3484,LAS,0,319
DL,2009,507,LAX,3484,LHR,0,346 343 744
DL,2009,3602,LAX,3484,LIH,0,757
DL,2009,1881,LAX,3484,LIR,0,738
DL,2009,3458,LAX,3484,MCI,0,E75
DL,2009,3878,LAX,3484,MCO,0,738 757 739 73H
DL,2009,3339,LAX,3484,MEL,0,77W
DL,2009,3473,LAX,3484,MEM,0,320
DL,2009,1824,LAX,3484,MEX,0,737
DL,2009,3576,LAX,3484,MIA,0,738
DL,2009,3858,LAX,3484,MSP,0,757 753 739 763 738
DL,2009,3861,LAX,3484,MSY,0,319
DL,2009,2279,LAX,3484,NRT,0,744
DL,2009,3453,LAX,3484,OAK,0,CR7
DL,2009,3456,LAX,3484,OGG,0,757
DL,2009,3720,LAX,3484,PDX,0,CR7 CR9
DL,2009,3462,LAX,3484,PHX,0,CR7 CR9
DL,2009,4075,LAX,3484,PPT,0,772
DL,2009,3406,LAX,3484,PVG,0,346
DL,2009,1836,LAX,3484,PVR,0,320 73H
DL,2009,3626,LAX,3484,RDU,0,738
DL,2009,3731,LAX,3484,SAN,0,CR9 CR7
DL,2009,3577,LAX,3484,SEA,0,73H
DL,2009,3469,LAX,3484,SFO,0,E75
DL,2009,3748,LAX,3484,SJC,0,CR9 CR7
DL,2009,1885,LAX,3484,SJO,0,757
DL,2009,3536,LAX,3484,SLC,0,757 73H 320 739
DL,2009,3817,LAX,3484,SMF,0,CR7 CR9
DL,2009,2985,LAX,3484,SVO,0,332
DL,2009,3361,LAX,3484,SYD,0,77L
DL,2009,3646,LAX,3484,TPA,0,320
DL,2009,2276,LAX,3484,TPE,0,744
DL,2009,49,LAX,3484,YEG,0,73H
DL,2009,178,LAX,3484,YYC,0,73W
DL,2009,3682,LEX,4017,ATL,0,M88 717
DL,2009,3520,LEX,4017,DCA,0,CRJ
DL,2009,3645,LEX,4017,DTW,0,CR7 CRJ CR9
DL,2009,3697,LEX,4017,LGA,0,ERJ
DL,2009,3858,LEX,4017,MSP,0,CRJ
DL,2009,3682,LFT,3493,ATL,0,CRJ
DL,2009,3682,LGA,3697,ATL,0,M88 757 320 738 739 73W
DL,2009,2895,LGA,3697,AUA,0,738
DL,2009,3463,LGA,3697,BGR,0,CR7
DL,2009,3811,LGA,3697,BHM,0,CR9 CR7
DL,2009,3690,LGA,3697,BNA,0,CR7 CR9
DL,2009,3448,LGA,3697,BOS,0,E75
DL,2009,3711,LGA,3697,BTV,0,CR7
DL,2009,3820,LGA,3697,BUF,0,CR7
DL,2009,3561,LGA,3697,CAE,0,CRJ
DL,2009,4015,LGA,3697,CHO,0,CR7
DL,2009,3806,LGA,3697,CHS,0,CR7
DL,2009,3486,LGA,3697,CLE,0,CR7
DL,2009,3876,LGA,3697,CLT,0,E75 CR7
DL,2009,3759,LGA,3697,CMH,0,E70 E75 CR7 ERJ
DL,2009,3488,LGA,3697,CVG,0,CR7
DL,2009,3627,LGA,3697,DAY,0,ERJ
DL,2009,3520,LGA,3697,DCA,0,E70 E75
DL,2009,3751,LGA,3697,DEN,0,320
DL,2009,3670,LGA,3697,DFW,0,E75
DL,2009,3729,LGA,3697,DSM,0,CR9
DL,2009,3645,LGA,3697,DTW,0,319 M88 738
DL,2009,3875,LGA,3697,EYW,0,73W
DL,2009,3533,LGA,3697,FLL,0,M88 738 319
DL,2009,3685,LGA,3697,GRR,0,CR7
DL,2009,4008,LGA,3697,GSO,0,CR7
DL,2009,4034,LGA,3697,GSP,0,CRJ
DL,2009,3550,LGA,3697,IAH,0,E70 E75
DL,2009,3845,LGA,3697,ILM,0,ERJ
DL,2009,3585,LGA,3697,IND,0,E75 CR7
DL,2009,3712,LGA,3697,JAX,0,CR7
DL,2009,4017,LGA,3697,LEX,0,ERJ
DL,2009,3458,LGA,3697,MCI,0,CR7 E75 E70
DL,2009,3878,LGA,3697,MCO,0,319 M88 738
DL,2009,3473,LGA,3697,MEM,0,CR9
